id,character,cloth,class,rank,affiliation,scheme,artist,constellation,evilStar
283,253,50,20,34,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fspear-brionac-loge.jpg?alt=media&token=7504468a-40a7-499e-bc4d-f449c84a893f,,,
303,274,74,20,34,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fclaw-max-brilliants-methone-1.jpg?alt=media&token=4254343d-9a97-4fef-8520-2c8c85d1886a,,,
306,277,2,20,32,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Falchemy-glove-miller-1.jpg?alt=media&token=c44c9e99-afe0-463c-b373-d11f0645861f,,,
307,277,372,20,,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Falchemy-glove-miller-2.jpg?alt=media&token=24ca0136-acb5-4a28-8ef7-0b7e9b4629de,,,
351,323,256,20,9,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fpallas.jpg?alt=media&token=244caed9-14ac-4c9a-a115-29c2e59dd7c2,,,
356,328,326,20,33,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fstaff-scarlet-janus-paradox.jpg?alt=media&token=8490dcbe-e2ba-4a53-bade-d9d690a63073,,,
384,357,142,20,33,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fperfect-pawn-rhea.jpg?alt=media&token=e86a13dc-ff9a-4dca-aa8e-9eeb2cf3a0b2,,,
476,415,236,20,33,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fmystic-stone-surt.jpg?alt=media&token=45fb232c-baa8-4386-b73d-4ebd87b3a582,,,
482,421,231,20,34,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fmorgenstern-star-crusher-tarvos-1.jpg?alt=media&token=987a1a43-b2e5-48a3-954e-982d4ef9a2c5,,,
489,428,162,20,34,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fhammer-demon-impact%20-thebe.jpg?alt=media&token=a9108a22-9981-4b89-af03-0a9daa001c78,,,
495,434,328,20,32,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fgenesis-titan.jpg?alt=media&token=480ab554-15de-4d66-9bb8-4d3e0cdc6e30,,,
499,437,101,20,33,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fdeathwatch-tokisada.jpg?alt=media&token=d9ffaa1c-6c9a-4c88-9342-d3be2ecb477d,,,
524,462,75,20,34,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fclaw-max-brilliants-ymir.jpg?alt=media&token=996d9065-6779-4e9a-a2ba-53f55db8f3ae,,,
542,,394,20,1,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fpallasites-soldiers-green.jpg?alt=media&token=588e3315-d318-40f5-963a-cf3e9685e0da,,,
543,,397,20,1,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fpallasites-soldiers-blue.jpg?alt=media&token=0af74823-e6c8-4397-9331-21ed36f69f01,,,
544,,398,20,1,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fpallasites-soldiers-black.png?alt=media&token=4ec75149-d0c7-42bc-ac51-e62cdc13eeb1,,,
547,,395,20,1,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fpallasites-soldiers-red.jpg?alt=media&token=2eb89d57-e741-4a7f-8e8b-92e4bf330c51,,,
550,,396,20,1,26,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fpallasites-soldiers-yellow.jpg?alt=media&token=58353a86-bee4-4b65-89c6-2cee7738d62c,,,
2,2,371,7,9,29,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/corona-saints%2Fabel.jpg?alt=media&token=c461b0b1-8e72-45d1-a63f-4a57bdb71e56,,,
34,28,373,7,9,29,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/corona-saints%2Fapollo.jpg?alt=media&token=72c39304-04e1-48f9-a51c-e7a953351376,,,
45,39,71,1,17,29,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/zeus-angels%2Fcherub-ashtaroth.jpg?alt=media&token=5e1d8184-c100-4388-bbe1-2c5dd06eec5d,5,,
64,58,312,1,17,29,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/zeus-angels%2Fseraph-beelzebub.jpg?alt=media&token=e5b921fd-e5e3-4616-8e37-f9df0032c6ff,5,,
91,86,,29,,29,,,,
132,121,358,1,17,29,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/zeus-angels%2Fvirtues-eligor.jpg?alt=media&token=02e51278-abe6-4d6a-b72f-915cbdcb1803,5,,
286,257,202,1,17,29,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/zeus-angels%2Flucifer.jpg?alt=media&token=d7b5f96b-50de-41ed-8983-354b08199c0a,,,
322,292,341,1,17,29,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/zeus-angels%2Fthrones-moa.jpg?alt=media&token=31cbf0de-6000-47e9-a7ec-87e0e4e3dc77,5,,
341,313,247,1,,29,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/zeus-angels%2Fodysseus.jpg?alt=media&token=b1021fc5-9096-4217-98a1-b241802a5e2a,,,
492,431,340,1,,29,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/zeus-angels%2Ftheseus.jpg?alt=media&token=8abcea9c-db0d-4689-8c68-d92faefd1a1c,,,
502,439,175,1,,29,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/zeus-angels%2Ficarus-toma.jpg?alt=media&token=5907afb8-6bf1-4864-aebf-30c6e1bca7e1,,,
503,439,320,1,,29,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/zeus-angels%2Fsleep-angel-toma.jpg?alt=media&token=96c447bf-5170-409c-b3e2-e10900dbbd7b,1,,
418,379,368,21,9,30,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/amaterasu%2Fkusanagi-seiya.jpg?alt=media&token=a05b71dc-651d-4513-bf12-d3e021c4a35c,2,,
526,464,,18,54,30,,,,
28,24,199,13,9,33,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Floki-andreas.png?alt=media&token=54a57d58-8955-4886-a39b-68c61a45122e,,,
12,10,246,13,9,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Fodin-aiolia.png?alt=media&token=cd18af63-b2ac-4263-9aa6-be05c2b481c5,,,
16,13,218,13,41,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Fmegrez-alberich.jpg?alt=media&token=d949edf7-1634-4b79-b024-af03ced0d904,,,
17,14,218,13,41,34,,,,
29,24,,13,31,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Fandreas-lise.png?alt=media&token=1d23a849-fa60-4698-a5ab-fe9fb4da5830,,,
49,43,145,13,,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Fgarmr-utgardar.png?alt=media&token=82657b6e-eb14-4dc7-b1d0-6a5131739018,5,,
60,54,169,13,,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Fhr%C3%A6svelgr-baldr.png?alt=media&token=d7fd335d-6469-4d7c-b929-86f9b60cd2e2,5,,
69,,399,13,37,34,,,,
71,67,3,13,43,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Falcor-bud.jpg?alt=media&token=795f3a91-2d3b-44e5-bf0d-6ae3e0944629,,,
120,112,120,13,31,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Fdrbal.png?alt=media&token=10298699-792a-464d-912d-c806c0318109,5,,
142,130,237,13,,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Fnidhoggr-fafner.png?alt=media&token=21726ca9-0e45-4d83-8829-6467a5378856,5,,
145,133,4,13,42,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Falioth-fenrir.jpg?alt=media&token=9c9b220b-5032-4b91-92a2-f743ae52211a,,,
148,136,,13,,34,,,,
149,137,158,13,,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Fgullinbursti-frodi.png?alt=media&token=2125a0ba-a34d-4134-a3ff-c1de3adae04a,5,,
151,139,140,13,37,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Ffrey-alexei.png?alt=media&token=47a01a0a-28cc-4b57-b619-c2af82629be3,5,,
152,140,381,13,37,34,,,,
160,148,,13,37,34,,,,
181,169,223,13,39,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Fmerak-hagen.jpg?alt=media&token=023aa80b-7843-44f5-bf25-8ed04f33286b,,,
194,180,334,13,,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Ftanngrisnir-heracles.png?alt=media&token=55b6cee8-69b4-4075-83eb-1dfb87ff5fca,5,,
195,181,287,13,31,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Fpolaris-hilda.jpg?alt=media&token=980a4a70-af66-4fbc-98f8-20052eb1b4f9,,,
205,185,225,13,,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Fmidgard-hyoga.png?alt=media&token=632f52b6-1119-4f58-bf00-509a713bb44d,5,,
284,254,200,13,,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Floki.png?alt=media&token=3b378b38-26ec-41cd-97f2-3ff961b13c87,5,,
311,280,45,13,44,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Fbenetnasch-mime.jpg?alt=media&token=03c65224-9d62-4dfa-ae83-3112e8fc4e63,,,
367,339,,13,37,34,,,,
394,366,300,13,,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Frung.png?alt=media&token=9ead4a25-2bdc-436b-a73e-beeea0fc9975,5,,
409,379,246,13,9,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Fodin-seiya.jpg?alt=media&token=cfb3f0e3-e251-4dad-af86-6eec6d39c196,1,,
452,397,122,13,38,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Fdubhe-siegfried.jpg?alt=media&token=0b2b96b6-0ff7-448b-8cca-6e47458aba15,,,
453,398,155,13,,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Fgrani-sigmund.png?alt=media&token=26910fa9-19de-4146-a03f-a8b86ce40ecd,5,,
477,416,128,13,,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Feikthyrnir-surt.png?alt=media&token=c4461ff4-cd7e-4415-8b82-b213a6a2d69e,5,,
478,417,227,13,43,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Fmizar-syd.jpg?alt=media&token=8e569985-593f-44ed-84a7-a6f23d894b8e,,,
494,433,276,13,40,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Fphecda-thor.jpg?alt=media&token=7c565aa3-114f-4ce1-bc57-3c8456003b1a,,,
509,445,349,13,,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Fullr.png?alt=media&token=89d4a776-55b2-4c8d-be49-c6ae040558c5,5,,
514,450,353,13,31,34,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/odin-god-warriors%2Fvalkyrie.jpg?alt=media&token=1440d5d6-ccd0-4017-840b-4e3ed1a61042,,,
272,242,,25,9,35,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/lamech%2Fnothing-lamech.jpg?alt=media&token=87b3c494-b38a-41f8-a120-837dd412eb03,,,
455,400,,25,,35,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/lamech%2Fsillas-1.jpg?alt=media&token=aaa17b7b-55e1-4c7c-a19d-6bdc9dad5e80,,,
36,30,,5,9,36,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/apsu%2Fapsu.jpg?alt=media&token=d93e6b87-a3c8-4e33-a8e3-14a1808a91f0,,,
143,131,161,27,21,37,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hakuryu-taonias%2Fhakutaku-feiyan.jpg?alt=media&token=b4a69d74-2c49-4e2b-81af-8e995e4a2e96,3,,
198,184,241,27,,37,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hakuryu-taonias%2Fnine-tailed-fox-hui.jpg?alt=media&token=44614939-1753-48ae-94d1-e634d87c40de,3,,
282,252,160,27,9,37,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hakuryu-taonias%2Fhakuryu-liu-xing.jpg?alt=media&token=5fa26713-0601-411d-8e80-a736cab25f30,,,
328,297,323,27,,37,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/hakuryu-taonias%2Fsparrow-mudan.jpg?alt=media&token=91d57cf7-fb7e-42c5-b3fc-70495e1ccf59,3,,
80,75,321,15,,38,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/garnet-jewels%2Fsliced-blood-carnelian.jpg?alt=media&token=f8a960f1-7927-48b7-9d1c-46b1b993f845,,,
83,78,178,15,,38,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/garnet-jewels%2Fillusions-chalcedony.png?alt=media&token=1b6164ef-df46-49ea-8e61-2f098e176146,,,
146,134,138,15,,38,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/garnet-jewels%2Fflaming-fist-flint.jpg?alt=media&token=2d38e0a6-aa0e-47bb-9b50-2ca51cec4668,,,
161,149,361,15,,38,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/garnet-jewels%2Fvouivre-garnet.jpg?alt=media&token=c28b5728-a357-43a8-80b1-dcd30d0c91d4,3,,
265,235,183,15,,38,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/garnet-jewels%2Fkoh-i-noor-krest.jpg?alt=media&token=c7d58239-fb59-438b-8d5d-60fda0c3ae01,,,
505,441,129,15,,38,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/garnet-jewels%2Felectricity-tourmasline.jpg?alt=media&token=d5427285-6121-45e2-8186-ee43f3b53a18,,,
54,48,,28,9,39,,,,
89,84,343,28,9,39,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/chronos-titans%2Ftime-chronos.jpg?alt=media&token=b543307b-e757-4255-9868-a513adbc8d56,5,,
90,85,96,28,9,39,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/chronos-titans%2Fdark-lightning-coeus.jpg?alt=media&token=ce394b8f-9163-43cb-9319-c19626cb4e50,5,,
92,87,143,28,9,39,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/chronos-titans%2Fgalaxy-crius.jpg?alt=media&token=369197ff-547d-4a3b-97ff-9d1939ac23a8,5,,
141,129,,28,9,39,,,,
191,177,,29,,39,,,,
192,178,,29,,39,,,,
245,219,,28,9,39,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/chronos-titans%2Fkairos.jpg?alt=media&token=55b1409c-503f-4443-a4b4-e6c517d59c48,,,
314,283,,29,46,39,,,,
321,291,220,28,9,39,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/chronos-titans%2Fmemory-mnemosyne.jpg?alt=media&token=e794f36a-72dd-4540-aa32-461ddfd26d20,5,,
337,309,88,28,9,39,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/chronos-titans%2Fcurrent-oceanus.jpg?alt=media&token=6b82bf4b-125c-42ab-ac67-2e087eeb03fd,5,,
365,337,229,28,9,39,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/chronos-titans%2Fmoon-phoebe.jpg?alt=media&token=44ceced3-d8cb-4290-b855-e59f44129d89,5,,
371,343,null,28,9,39,,,,
383,356,233,28,9,39,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/chronos-titans%2Fmother-of-gods-rhea.jpg?alt=media&token=b8ef9de3-813a-4620-8cae-add5f92ebeb9,5,,
473,413,304,20,9,39,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/pallas-pallasites%2Fsaturn-subaru.jpg?alt=media&token=4ba8ddfc-f1d3-4022-9df2-139a17bdf415,,,
487,426,319,28,9,39,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/chronos-titans%2Focean-tethys.jpg?alt=media&token=53670dd2-1215-4828-b487-d58ef9a718ee,5,,
490,429,177,28,9,39,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/chronos-titans%2Fillumination-theia.jpg?alt=media&token=5bb1fd2e-3c9d-4fe4-91ee-f8455b63d20d,5,,
491,430,109,28,9,39,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/chronos-titans%2Fjustice-themis.jpg?alt=media&token=cc85b688-ad75-4568-bd3c-57daf528f0ce,5,,
538,475,,29,,39,,,,
8,8,51,11,,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/typhon-gigas%2Fbrute-force-agrios.jpg?alt=media&token=61c191b3-af9d-4969-9376-f1df3b24b44b,5,,
30,25,196,11,,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/typhon-gigas%2Fleukotes-anemos.jpg?alt=media&token=8c93d79f-bdcc-4782-a1eb-3a73e558ff71,12,,
70,66,219,11,,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/typhon-gigas%2Fmelas-bronte.jpg?alt=media&token=f9a47463-25b4-43b2-a374-130c095ab5b0,12,,
86,81,333,11,,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/typhon-gigas%2Fsynthetic-beast%20chimera.jpg?alt=media&token=1f0f8370-7b3c-4292-8efc-1c429829864d,5,,
119,111,213,11,,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/typhon-gigas%2Fmargarites-drakon.jpg?alt=media&token=3a113901-a11e-4dc6-94a4-7fe523c75229,12,,
123,115,127,11,9,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/typhon-gigas%2Fechidna.jpg?alt=media&token=78e57a32-4f14-4ae9-b630-a26f545b24c3,5,,
135,124,363,11,20,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/typhon-gigas%2Fwarcry-enceladus.jpg?alt=media&token=d5926e89-0e08-4f44-af42-2c356c4614bc,5,,
197,183,240,11,,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/typhon-gigas%2Fnefritis-hoplisma.jpg?alt=media&token=d85bd70d-22a8-43da-b7fe-cd41a7370bfb,12,,
206,186,126,28,9,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/chronos-titans%2Febony-hyperion.jpg?alt=media&token=50cec594-9e21-4f3b-9e82-781553bc271a,5,,
210,190,108,28,9,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/chronos-titans%2Fdimension-iapetos.jpg?alt=media&token=6b0a58a2-711b-474f-9e95-1f63748173d0,5,,
270,240,170,11,,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/typhon-gigas%2Fhundred-dragons-ladon.jpg?alt=media&token=1a6d3fee-91a7-4906-a14b-3c4dcdfd7f4a,5,,
347,319,106,11,,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/typhon-gigas%2Fdemon-twin-dog-orthros.jpg?alt=media&token=33456cfc-34f6-4485-b525-6bb204a3a81e,5,,
350,322,327,11,,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/typhon-gigas%2Fstupidity-pallas.jpg?alt=media&token=3d0f3620-b9c1-46f1-a70f-8ec984a1da92,5,,
373,345,185,11,,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/typhon-gigas%2Fkyanos-pyrokus.jpg?alt=media&token=4a654ba5-9db9-4840-9b1a-6878e39b0c07,12,,
385,358,283,11,,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/typhon-gigas%2Fphoinikeos-rhuax.jpg?alt=media&token=53724f34-9c76-4689-bc2e-fe47f548d6ee,12,,
466,408,274,11,,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/typhon-gigas%2Fphaios-spathe.jpg?alt=media&token=5d501cf1-82ab-42d8-aa43-657dc47c4587,12,,
480,419,130,11,,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/typhon-gigas%2Famber-beast-tail.jpg?alt=media&token=10ee4ae0-5e6f-49dd-9a33-583444582100,12,,
496,435,342,11,,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/typhon-gigas%2Fthunderclap-toas.jpg?alt=media&token=6d23826b-bfa3-43e0-88e2-eb01489126a1,5,,
508,444,348,11,9,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/typhon-gigas%2Ftyphon.jpg?alt=media&token=9f0fb9cd-8cd7-4001-8883-dbe2185c71f6,5,,
537,473,15,11,,40,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/typhon-gigas%2Fanthrakma-zugylos.jpg?alt=media&token=b50c4c43-8d6b-4daf-aa27-7791f7a95f43,12,,
156,144,,6,9,41,,,,
370,342,29,6,9,41,,,,
481,420,null,6,9,41,,,,
511,447,null,6,9,41,,,,
23,19,360,12,,,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/gladiators%2Fvorpal-alice.png?alt=media&token=362da180-2b44-458c-8403-f6819314ac17,2,,
273,243,28,12,52,,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/gladiators%2Farondight-lancelot.png?alt=media&token=b446cb41-90e2-4470-9741-d4021817cf9d,2,,
353,326,33,12,,,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/gladiators%2Fazoth-paracelsus.jpg?alt=media&token=ff3ae799-0529-4246-ac13-7d4d3f7fb8c0,2,,
391,363,125,12,50,,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/gladiators%2Fdurandal-roland.png?alt=media&token=93d07681-768e-43f4-a9d4-c7b0d83e2c19,2,,
454,399,154,12,51,,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/gladiators%2Fgram-sigurd.jpg?alt=media&token=c1f476d8-2ef8-4b84-8364-86a6352f85a6,2,,
506,442,16,12,,,https://firebasestorage.googleapis.com/v0/b/saint-seiya-api-accd5.appspot.com/o/gladiators%2Faparajita-trivikramasena.png?alt=media&token=2d82e666-d832-4103-b89d-137a3c956cbd,2,,
577,248,,29,55,,,,,
